#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MYRF	ZNF24	9606.ENSP00000278836	9606.ENSP00000382015	0	0	0	0	0	0.045	0	0.415	0.418
MYRF	UGT8	9606.ENSP00000278836	9606.ENSP00000311648	0	0	0	0	0.067	0	0	0.432	0.448
MYRF	NKX6-2	9606.ENSP00000278836	9606.ENSP00000357581	0	0	0	0	0.090	0	0	0.463	0.490
MYRF	REC8	9606.ENSP00000278836	9606.ENSP00000482546	0	0	0	0	0.044	0.071	0	0.578	0.592
MYRF	RFFL	9606.ENSP00000278836	9606.ENSP00000326170	0	0	0	0	0.042	0	0	0.596	0.597
MYRF	NKX2-2	9606.ENSP00000278836	9606.ENSP00000366347	0	0	0	0	0.063	0	0	0.609	0.617
MYRF	OLIG2	9606.ENSP00000278836	9606.ENSP00000331040	0	0	0	0	0.074	0	0	0.682	0.693
MYRF	OLIG1	9606.ENSP00000278836	9606.ENSP00000371785	0	0	0	0	0.074	0	0	0.693	0.703
MYRF	PLP1	9606.ENSP00000278836	9606.ENSP00000481006	0	0	0	0	0.086	0	0	0.740	0.752
MYRF	SOX10	9606.ENSP00000278836	9606.ENSP00000380093	0	0	0	0	0.099	0	0	0.786	0.799
NAGA	NAGLU	9606.ENSP00000379680	9606.ENSP00000225927	0	0	0	0	0.144	0	0	0.413	0.476
NAGA	PCSK6	9606.ENSP00000379680	9606.ENSP00000482760	0	0	0	0	0.082	0.425	0	0.101	0.484
NAIP	TEP1	9606.ENSP00000428657	9606.ENSP00000262715	0	0	0	0	0.171	0.066	0	0.646	0.702
NAIP	NLRP3	9606.ENSP00000428657	9606.ENSP00000337383	0	0	0	0	0.130	0.083	0.540	0.965	0.985
NAIP	NLRP1	9606.ENSP00000428657	9606.ENSP00000460475	0	0	0	0.547	0.056	0	0.540	0.970	0.986
NCAN	TNC	9606.ENSP00000252575	9606.ENSP00000265131	0	0	0	0	0.067	0.302	0.500	0.139	0.682
NCAN	VCAN	9606.ENSP00000252575	9606.ENSP00000265077	0	0	0	0.675	0	0.074	0.400	0.946	0.967
NCAN	PTPRZ1	9606.ENSP00000252575	9606.ENSP00000377047	0	0	0	0	0.183	0	0	0.972	0.976
NCAPD2	PSRC1	9606.ENSP00000325017	9606.ENSP00000358925	0	0	0	0	0.190	0	0	0.434	0.522
NCAPD2	POLA1	9606.ENSP00000325017	9606.ENSP00000368358	0	0	0	0	0.798	0	0	0.524	0.900
NCKAP1L	SELPLG	9606.ENSP00000293373	9606.ENSP00000228463	0	0	0	0	0.342	0	0	0.135	0.407
NCKAP1L	PLEKHG3	9606.ENSP00000293373	9606.ENSP00000247226	0	0	0	0	0	0	0.400	0.052	0.406
NCKAP1L	TYROBP	9606.ENSP00000293373	9606.ENSP00000262629	0	0	0	0	0.366	0	0	0.248	0.503
NCKAP1L	PLD4	9606.ENSP00000293373	9606.ENSP00000438677	0	0	0	0	0.334	0	0	0.212	0.453
NCKAP1L	PARVG	9606.ENSP00000293373	9606.ENSP00000391583	0	0	0	0	0.387	0	0	0.157	0.462
NCKAP1L	SHB	9606.ENSP00000293373	9606.ENSP00000366936	0	0	0	0	0	0	0.500	0	0.499
NCKAP1L	SYK	9606.ENSP00000293373	9606.ENSP00000364898	0	0	0	0	0.201	0.092	0.500	0.152	0.651
NCKAP1L	PTPRC	9606.ENSP00000293373	9606.ENSP00000411355	0	0	0	0	0.521	0.065	0	0.426	0.721
NCKAP1L	WIPF1	9606.ENSP00000293373	9606.ENSP00000376330	0	0	0	0	0.204	0.070	0.400	0.601	0.799
NCSTN	YBX1	9606.ENSP00000294785	9606.ENSP00000361626	0	0	0	0	0.042	0	0.400	0.074	0.421
NCSTN	PLD1	9606.ENSP00000294785	9606.ENSP00000342793	0	0	0	0	0.044	0	0	0.521	0.522
NCSTN	PSEN1	9606.ENSP00000294785	9606.ENSP00000326366	0	0	0	0	0.106	0.999	0.900	0.999	0.999
NDE1	TUBA1A	9606.ENSP00000379643	9606.ENSP00000439020	0	0	0	0	0.056	0.045	0	0.396	0.407
NDE1	PDYN	9606.ENSP00000379643	9606.ENSP00000440185	0	0	0	0	0	0	0	0.425	0.425
NDE1	PAFAH1B3	9606.ENSP00000379643	9606.ENSP00000444935	0	0	0	0	0.049	0	0	0.651	0.653
NEO1	NTN1	9606.ENSP00000341198	9606.ENSP00000173229	0	0	0	0	0.067	0.958	0.900	0.997	0.999
NEO1	SEMA6A	9606.ENSP00000341198	9606.ENSP00000257414	0	0	0	0	0.092	0	0	0.491	0.518
NEO1	UNC5B	9606.ENSP00000341198	9606.ENSP00000334329	0	0	0	0	0.072	0.292	0	0.990	0.992
NEO1	SEMA3B	9606.ENSP00000341198	9606.ENSP00000480680	0	0	0	0	0.071	0	0	0.527	0.542
NFASC	VCAN	9606.ENSP00000344786	9606.ENSP00000265077	0	0	0	0	0.061	0.051	0	0.412	0.430
NFASC	UGT8	9606.ENSP00000344786	9606.ENSP00000311648	0	0	0	0	0.068	0	0	0.405	0.421
NFASC	PLP1	9606.ENSP00000344786	9606.ENSP00000481006	0	0	0	0	0.140	0.077	0	0.370	0.456
NFASC	PTPRZ1	9606.ENSP00000344786	9606.ENSP00000377047	0	0	0	0	0.119	0.139	0	0.701	0.754
NKD1	PPP2R3A	9606.ENSP00000268459	9606.ENSP00000264977	0	0	0	0	0	0.510	0.720	0.321	0.898
NKD1	VANGL2	9606.ENSP00000268459	9606.ENSP00000357040	0	0	0	0	0.062	0	0	0.570	0.580
NKD1	PPP2R3B	9606.ENSP00000268459	9606.ENSP00000375080	0	0	0	0	0.047	0	0.720	0.119	0.744
NKX2-2	PDGFRA	9606.ENSP00000366347	9606.ENSP00000257290	0	0	0	0	0.042	0	0	0.595	0.595
NKX2-2	SOX8	9606.ENSP00000366347	9606.ENSP00000293894	0	0	0	0	0.132	0.095	0	0.394	0.483
NKX2-2	SOX11	9606.ENSP00000366347	9606.ENSP00000322568	0	0	0	0	0.146	0.095	0	0.325	0.433
NKX2-2	SOX1	9606.ENSP00000366347	9606.ENSP00000330218	0	0	0	0	0.103	0.101	0	0.532	0.590
NKX2-2	OLIG2	9606.ENSP00000366347	9606.ENSP00000331040	0	0	0	0	0.199	0.091	0	0.855	0.885
NKX2-2	PROX1	9606.ENSP00000366347	9606.ENSP00000355925	0	0	0	0	0.131	0.065	0	0.361	0.436
NKX2-2	NKX6-2	9606.ENSP00000366347	9606.ENSP00000357581	0	0	0	0.624	0.095	0	0	0.538	0.564
NKX2-2	PLP1	9606.ENSP00000366347	9606.ENSP00000481006	0	0	0	0	0.103	0	0	0.481	0.515
NKX2-2	SOX10	9606.ENSP00000366347	9606.ENSP00000380093	0	0	0	0	0.139	0.095	0	0.703	0.748
NKX2-2	OLIG1	9606.ENSP00000366347	9606.ENSP00000371785	0	0	0	0	0.172	0.091	0	0.790	0.828
NKX6-2	SOX1	9606.ENSP00000357581	9606.ENSP00000330218	0	0	0	0	0.074	0	0	0.491	0.508
NKX6-2	OLIG2	9606.ENSP00000357581	9606.ENSP00000331040	0	0	0	0	0.126	0	0	0.737	0.761
NKX6-2	PLP1	9606.ENSP00000357581	9606.ENSP00000481006	0	0	0	0	0.191	0	0	0.348	0.450
NKX6-2	SOX10	9606.ENSP00000357581	9606.ENSP00000380093	0	0	0	0	0.093	0	0	0.567	0.591
NKX6-2	OLIG1	9606.ENSP00000357581	9606.ENSP00000371785	0	0	0	0	0.123	0	0	0.607	0.641
NLGN3	SLC9A9	9606.ENSP00000351591	9606.ENSP00000320246	0	0	0	0	0.044	0	0	0.677	0.678
NLGN3	SEMA5A	9606.ENSP00000351591	9606.ENSP00000371936	0	0	0	0	0	0	0	0.637	0.637
NLRP1	NLRP3	9606.ENSP00000460475	9606.ENSP00000337383	0	0	0	0.777	0.067	0	0.900	0.986	0.998
NLRP3	RNF125	9606.ENSP00000337383	9606.ENSP00000217740	0	0	0	0	0.049	0.292	0	0.202	0.415
NLRP3	TGFB1	9606.ENSP00000337383	9606.ENSP00000221930	0	0	0	0	0.044	0	0	0.471	0.472
NLRP3	PXDN	9606.ENSP00000337383	9606.ENSP00000252804	0	0	0	0	0	0	0	0.447	0.447
NLRP3	TEP1	9606.ENSP00000337383	9606.ENSP00000262715	0	0	0	0	0	0.059	0	0.503	0.512
NLRP3	STING1	9606.ENSP00000337383	9606.ENSP00000498596	0	0	0	0	0.099	0	0	0.361	0.400
NLRP3	TREM2	9606.ENSP00000337383	9606.ENSP00000362205	0	0	0	0	0.089	0	0	0.373	0.404
NLRP3	PTPRC	9606.ENSP00000337383	9606.ENSP00000411355	0	0	0	0	0.142	0.113	0	0.370	0.479
NLRP3	PTGS1	9606.ENSP00000337383	9606.ENSP00000354612	0	0	0	0	0.067	0	0	0.468	0.482
NLRP3	SYK	9606.ENSP00000337383	9606.ENSP00000364898	0	0	0	0	0.108	0.335	0	0.682	0.795
NOS1	PXDN	9606.ENSP00000477999	9606.ENSP00000252804	0	0	0	0	0	0.068	0	0.496	0.510
NOS1	TAC1	9606.ENSP00000477999	9606.ENSP00000321106	0	0	0	0	0	0	0	0.543	0.543
NOS1	SGCD	9606.ENSP00000477999	9606.ENSP00000338343	0	0	0	0	0.048	0	0	0.587	0.590
NOS1	NPY	9606.ENSP00000477999	9606.ENSP00000384364	0	0	0	0	0.048	0	0	0.545	0.548
NPNT	SPP1	9606.ENSP00000389252	9606.ENSP00000378517	0	0	0	0	0	0	0	0.448	0.448
NPY	PXDN	9606.ENSP00000384364	9606.ENSP00000252804	0	0	0	0	0.044	0	0	0.625	0.626
NPY	TAC1	9606.ENSP00000384364	9606.ENSP00000321106	0	0	0	0	0.108	0	0	0.927	0.932
NPY	PDYN	9606.ENSP00000384364	9606.ENSP00000440185	0	0	0	0	0.097	0	0.500	0.862	0.932
NTN1	SEMA5A	9606.ENSP00000173229	9606.ENSP00000371936	0	0	0	0	0.042	0	0	0.413	0.413
NTN1	SEMA6A	9606.ENSP00000173229	9606.ENSP00000257414	0	0	0	0	0.049	0	0	0.446	0.451
NTN1	SEMA4D	9606.ENSP00000173229	9606.ENSP00000416523	0	0	0	0	0	0	0	0.453	0.453
NTN1	SEMA3B	9606.ENSP00000173229	9606.ENSP00000480680	0	0	0	0	0.044	0	0	0.452	0.454
NTN1	UNC5B	9606.ENSP00000173229	9606.ENSP00000334329	0	0	0	0	0.062	0.519	0.900	0.999	0.999
NUPR1	TP53INP1	9606.ENSP00000379003	9606.ENSP00000344215	0	0	0	0	0.049	0	0	0.766	0.768
OLFML3	SALL1	9606.ENSP00000322273	9606.ENSP00000251020	0	0	0	0	0.074	0	0	0.571	0.586
OLFML3	P2RY12	9606.ENSP00000322273	9606.ENSP00000307259	0	0	0	0	0	0	0	0.733	0.733
OLFML3	P2RY13	9606.ENSP00000322273	9606.ENSP00000320376	0	0	0	0	0.056	0	0	0.500	0.508
OLFML3	TGFBR1	9606.ENSP00000322273	9606.ENSP00000447297	0	0	0	0	0	0	0	0.443	0.443
OLFML3	TREM2	9606.ENSP00000322273	9606.ENSP00000362205	0	0	0	0	0.072	0	0	0.499	0.516
OLFML3	TMEM119	9606.ENSP00000322273	9606.ENSP00000376553	0	0	0	0	0.191	0	0	0.741	0.782
OLIG1	PDGFRA	9606.ENSP00000371785	9606.ENSP00000257290	0	0	0	0	0	0	0	0.717	0.717
OLIG1	SOX8	9606.ENSP00000371785	9606.ENSP00000293894	0	0	0	0	0.172	0.091	0	0.656	0.719
OLIG1	SOX1	9606.ENSP00000371785	9606.ENSP00000330218	0	0	0	0	0.108	0.063	0	0.380	0.437
OLIG1	OLIG2	9606.ENSP00000371785	9606.ENSP00000331040	0	0	0	0.725	0.775	0	0	0.615	0.909
OLIG1	ZNF24	9606.ENSP00000371785	9606.ENSP00000382015	0	0	0	0	0	0.046	0	0.457	0.460
OLIG1	TCF12	9606.ENSP00000371785	9606.ENSP00000388940	0	0	0	0	0	0.129	0	0.457	0.507
OLIG1	PLP1	9606.ENSP00000371785	9606.ENSP00000481006	0	0	0	0	0.161	0	0	0.789	0.815
OLIG1	SOX10	9606.ENSP00000371785	9606.ENSP00000380093	0	0	0	0	0.141	0.073	0	0.858	0.877
OLIG2	PXDN	9606.ENSP00000331040	9606.ENSP00000252804	0	0	0	0	0.052	0	0	0.509	0.515
OLIG2	PDGFRA	9606.ENSP00000331040	9606.ENSP00000257290	0	0	0	0	0	0	0	0.808	0.808
OLIG2	SOX8	9606.ENSP00000331040	9606.ENSP00000293894	0	0	0	0	0.196	0.091	0	0.624	0.701
OLIG2	SIGLEC8	9606.ENSP00000331040	9606.ENSP00000321077	0	0	0	0	0.333	0	0	0.183	0.432
OLIG2	SOX11	9606.ENSP00000331040	9606.ENSP00000322568	0	0	0	0	0.062	0.063	0	0.428	0.454
OLIG2	SOX1	9606.ENSP00000331040	9606.ENSP00000330218	0	0	0	0	0.109	0.063	0	0.603	0.640
OLIG2	RND2	9606.ENSP00000331040	9606.ENSP00000466680	0	0	0	0	0.074	0	0	0.394	0.414
OLIG2	PTPRZ1	9606.ENSP00000331040	9606.ENSP00000377047	0	0	0	0	0.130	0	0	0.396	0.452
OLIG2	ZNF488	9606.ENSP00000331040	9606.ENSP00000462269	0	0	0	0	0.084	0.046	0	0.571	0.592
OLIG2	PLP1	9606.ENSP00000331040	9606.ENSP00000481006	0	0	0	0	0.166	0	0	0.693	0.733
OLIG2	SOX10	9606.ENSP00000331040	9606.ENSP00000380093	0	0	0	0	0.149	0.073	0	0.874	0.892
OLR1	PDPN	9606.ENSP00000309124	9606.ENSP00000294489	0	0	0	0	0.060	0	0	0.395	0.406
OLR1	PTAFR	9606.ENSP00000309124	9606.ENSP00000442658	0	0	0	0	0.063	0	0	0.405	0.420
OLR1	TREM2	9606.ENSP00000309124	9606.ENSP00000362205	0	0	0	0	0.098	0	0	0.405	0.440
OLR1	PTGS1	9606.ENSP00000309124	9606.ENSP00000354612	0	0	0	0	0.081	0	0	0.467	0.489
OSGEP	SELPLG	9606.ENSP00000206542	9606.ENSP00000228463	0	0	0	0	0	0	0	0.418	0.418
OSGEP	PGPEP1	9606.ENSP00000206542	9606.ENSP00000269919	0	0	0	0	0.140	0	0	0.360	0.426
P2RY12	SPI1	9606.ENSP00000307259	9606.ENSP00000227163	0	0	0	0	0.147	0	0	0.394	0.461
P2RY12	SELPLG	9606.ENSP00000307259	9606.ENSP00000228463	0	0	0	0	0.067	0	0	0.485	0.499
P2RY12	SALL1	9606.ENSP00000307259	9606.ENSP00000251020	0	0	0	0	0	0	0	0.690	0.690
P2RY12	TYROBP	9606.ENSP00000307259	9606.ENSP00000262629	0	0	0	0	0.162	0	0	0.644	0.689
P2RY12	PDPN	9606.ENSP00000307259	9606.ENSP00000294489	0	0	0	0	0	0	0	0.526	0.526
P2RY12	SYK	9606.ENSP00000307259	9606.ENSP00000364898	0	0	0	0	0.048	0	0	0.396	0.400
P2RY12	TGFBR1	9606.ENSP00000307259	9606.ENSP00000447297	0	0	0	0	0	0	0	0.497	0.497
P2RY12	PTPRC	9606.ENSP00000307259	9606.ENSP00000411355	0	0	0	0	0.124	0	0	0.512	0.554
P2RY12	PTGS1	9606.ENSP00000307259	9606.ENSP00000354612	0	0	0	0	0.067	0	0	0.644	0.653
P2RY12	TMEM119	9606.ENSP00000307259	9606.ENSP00000376553	0	0	0	0	0.049	0	0	0.867	0.868
P2RY12	TREM2	9606.ENSP00000307259	9606.ENSP00000362205	0	0	0	0	0.099	0	0	0.866	0.874
P2RY12	P2RY13	9606.ENSP00000307259	9606.ENSP00000320376	0	0	0	0.929	0.688	0	0.500	0.417	0.901
P2RY13	SPI1	9606.ENSP00000320376	9606.ENSP00000227163	0	0	0	0	0.335	0	0	0.184	0.434
P2RY13	SELPLG	9606.ENSP00000320376	9606.ENSP00000228463	0	0	0	0	0.222	0	0	0.433	0.540
P2RY13	TYROBP	9606.ENSP00000320376	9606.ENSP00000262629	0	0	0	0	0.401	0	0	0.404	0.628
P2RY13	TREM2	9606.ENSP00000320376	9606.ENSP00000362205	0	0	0	0	0.084	0	0	0.590	0.608
P2RY13	TMEM119	9606.ENSP00000320376	9606.ENSP00000376553	0	0	0	0	0.056	0	0	0.627	0.633
PABPC1	SELENOP	9606.ENSP00000313007	9606.ENSP00000425915	0	0	0	0	0.257	0.099	0	0.179	0.402
PABPC1	YBX1	9606.ENSP00000313007	9606.ENSP00000361626	0	0	0	0	0.452	0.438	0	0.724	0.907
PACS2	PKD2	9606.ENSP00000393559	9606.ENSP00000237596	0	0	0	0	0.049	0	0	0.789	0.790
PACS2	SYK	9606.ENSP00000393559	9606.ENSP00000364898	0	0	0	0	0	0	0	0.426	0.426
PARP4	TEP1	9606.ENSP00000371419	9606.ENSP00000262715	0	0	0	0	0.109	0.292	0	0.999	0.999
PARVG	SPI1	9606.ENSP00000391583	9606.ENSP00000227163	0	0	0	0	0.504	0	0	0.043	0.505
PARVG	SPARC	9606.ENSP00000391583	9606.ENSP00000231061	0	0	0	0	0.043	0	0	0.453	0.454
PARVG	TYROBP	9606.ENSP00000391583	9606.ENSP00000262629	0	0	0	0	0.426	0	0	0	0.426
PARVG	WDFY4	9606.ENSP00000391583	9606.ENSP00000320563	0	0	0	0	0.436	0	0	0	0.436
PARVG	PTPRC	9606.ENSP00000391583	9606.ENSP00000411355	0	0	0	0	0.398	0.047	0	0	0.401
PARVG	PTPN6	9606.ENSP00000391583	9606.ENSP00000391592	0	0	0	0	0.277	0.047	0	0.305	0.479
PBLD	TMTC2	9606.ENSP00000351619	9606.ENSP00000322300	0.049	0	0	0	0.044	0	0	0.414	0.421
PCSK6	SREBF1	9606.ENSP00000482760	9606.ENSP00000348069	0	0	0	0	0.066	0	0	0.425	0.440
PDE6B	RGS9	9606.ENSP00000420295	9606.ENSP00000262406	0	0	0	0	0.094	0	0.400	0.158	0.502
PDGFA	TGFB1	9606.ENSP00000346508	9606.ENSP00000221930	0	0	0	0	0.044	0.056	0	0.598	0.606
PDGFA	PDGFRA	9606.ENSP00000346508	9606.ENSP00000257290	0	0	0	0	0.042	0.822	0.900	0.998	0.999
PDGFA	PDGFB	9606.ENSP00000346508	9606.ENSP00000330382	0	0	0	0.871	0.064	0.422	0.900	0.982	0.998
PDGFA	SPP1	9606.ENSP00000346508	9606.ENSP00000378517	0	0	0	0	0.053	0	0.500	0.344	0.662
PDGFA	TGFA	9606.ENSP00000346508	9606.ENSP00000404131	0	0	0	0	0.042	0	0.900	0.478	0.945
PDGFB	TGFB1	9606.ENSP00000330382	9606.ENSP00000221930	0	0	0	0	0.099	0	0	0.726	0.743
PDGFB	SPARC	9606.ENSP00000330382	9606.ENSP00000231061	0	0	0	0	0.042	0.292	0	0.217	0.422
PDGFB	PDGFRA	9606.ENSP00000330382	9606.ENSP00000257290	0	0	0	0	0.086	0.833	0.900	0.996	0.999
PDGFB	PTPN6	9606.ENSP00000330382	9606.ENSP00000391592	0	0	0	0	0.044	0	0	0.432	0.433
PDGFB	TGFBR1	9606.ENSP00000330382	9606.ENSP00000447297	0	0	0	0	0	0	0	0.619	0.619
PDGFB	SPP1	9606.ENSP00000330382	9606.ENSP00000378517	0	0	0	0	0.110	0	0.500	0.314	0.668
PDGFB	TGFA	9606.ENSP00000330382	9606.ENSP00000404131	0	0	0	0	0.074	0	0.900	0.480	0.947
PDGFRA	TGFB1	9606.ENSP00000257290	9606.ENSP00000221930	0	0	0	0	0	0.096	0	0.760	0.774
PDGFRA	SPP1	9606.ENSP00000257290	9606.ENSP00000378517	0	0	0	0	0.085	0	0	0.373	0.402
PDGFRA	SYK	9606.ENSP00000257290	9606.ENSP00000364898	0	0	0	0.603	0.055	0.074	0	0.422	0.450
PDGFRA	PDPN	9606.ENSP00000257290	9606.ENSP00000294489	0	0	0	0	0.099	0	0	0.583	0.608
PDGFRA	PLP1	9606.ENSP00000257290	9606.ENSP00000481006	0	0	0	0	0.084	0	0	0.604	0.622
PDGFRA	TGFBR1	9606.ENSP00000257290	9606.ENSP00000447297	0	0	0	0	0	0.092	0	0.605	0.626
PDGFRA	PTPRC	9606.ENSP00000257290	9606.ENSP00000411355	0	0	0	0	0.056	0.051	0	0.669	0.678
PDGFRA	SOX10	9606.ENSP00000257290	9606.ENSP00000380093	0	0	0	0	0.102	0	0	0.691	0.711
PDGFRA	TGFA	9606.ENSP00000257290	9606.ENSP00000404131	0	0	0	0	0	0	0.650	0.354	0.764
PDGFRA	SHC4	9606.ENSP00000257290	9606.ENSP00000329668	0	0	0	0	0.057	0.105	0.900	0.092	0.913
PDPN	TGFB1	9606.ENSP00000294489	9606.ENSP00000221930	0	0	0	0	0.051	0	0	0.432	0.439
PDPN	SELPLG	9606.ENSP00000294489	9606.ENSP00000228463	0	0	0	0	0	0	0	0.447	0.447
PDPN	PXDN	9606.ENSP00000294489	9606.ENSP00000252804	0	0	0	0	0.082	0	0	0.400	0.426
PDPN	PTPN6	9606.ENSP00000294489	9606.ENSP00000391592	0	0	0	0	0.083	0	0.500	0.071	0.536
PDPN	PTPRC	9606.ENSP00000294489	9606.ENSP00000411355	0	0	0	0	0.067	0	0	0.661	0.670
PDPN	SYK	9606.ENSP00000294489	9606.ENSP00000364898	0	0	0	0	0.055	0.045	0.500	0.432	0.709
PDPN	PROX1	9606.ENSP00000294489	9606.ENSP00000355925	0	0	0	0	0	0	0	0.913	0.913
PDPR	PHKG1	9606.ENSP00000288050	9606.ENSP00000445440	0	0	0	0	0.042	0	0	0.426	0.426
PDPR	SHMT1	9606.ENSP00000288050	9606.ENSP00000318868	0.095	0	0	0	0.360	0.100	0.414	0.222	0.719
PDYN	TAC1	9606.ENSP00000440185	9606.ENSP00000321106	0	0	0	0	0.196	0	0	0.925	0.937
PEA15	PLD1	9606.ENSP00000357055	9606.ENSP00000342793	0	0	0	0	0.055	0.474	0	0.731	0.854
PFKFB2	SHMT1	9606.ENSP00000356047	9606.ENSP00000318868	0.061	0	0	0	0	0	0.352	0.188	0.462
PGM5	TALDO1	9606.ENSP00000379678	9606.ENSP00000321259	0.120	0	0	0	0.190	0.261	0.309	0.349	0.720
PGM5	SGCD	9606.ENSP00000379678	9606.ENSP00000338343	0	0	0	0	0.082	0	0.720	0.198	0.775
PGM5	UAP1L1	9606.ENSP00000379678	9606.ENSP00000386935	0	0	0	0	0.245	0.061	0.449	0.239	0.662
PHLPP1	SGK1	9606.ENSP00000262719	9606.ENSP00000356832	0	0	0	0	0	0.091	0	0.378	0.411
PHLPP1	RNASE1	9606.ENSP00000262719	9606.ENSP00000381057	0	0	0	0	0	0	0	0.498	0.497
PIGM	PIGU	9606.ENSP00000357069	9606.ENSP00000217446	0	0	0	0	0.107	0.069	0	0.534	0.579
PIGM	SGCD	9606.ENSP00000357069	9606.ENSP00000338343	0	0.540	0	0	0	0	0	0	0.540
PIGM	SCD	9606.ENSP00000357069	9606.ENSP00000359380	0	0	0	0	0	0	0	0.463	0.463
PIK3C2B	SOCS6	9606.ENSP00000356155	9606.ENSP00000381034	0	0	0	0	0.064	0	0.540	0.083	0.570
PIK3C2B	PLCD1	9606.ENSP00000356155	9606.ENSP00000430344	0	0	0	0	0.047	0	0.650	0.166	0.697
PLD1	PLEKHG3	9606.ENSP00000342793	9606.ENSP00000247226	0	0	0	0	0.050	0	0.400	0	0.405
PLD1	SCAMP2	9606.ENSP00000342793	9606.ENSP00000268099	0	0	0	0	0.042	0	0	0.563	0.563
PLD1	PSEN1	9606.ENSP00000342793	9606.ENSP00000326366	0	0	0	0	0.049	0.095	0	0.692	0.711
PLD1	PLPP2	9606.ENSP00000342793	9606.ENSP00000329697	0	0	0	0	0	0.075	0.714	0.162	0.759
PLD1	RHOG	9606.ENSP00000342793	9606.ENSP00000339467	0	0	0	0	0.042	0.071	0.500	0.121	0.556
PLD1	PLD4	9606.ENSP00000342793	9606.ENSP00000438677	0	0	0	0	0	0	0.900	0.280	0.924
PLD4	UNC93B1	9606.ENSP00000438677	9606.ENSP00000227471	0	0	0	0	0.334	0	0	0.165	0.421
PLD4	TYROBP	9606.ENSP00000438677	9606.ENSP00000262629	0	0	0	0	0.370	0	0	0.091	0.403
PLD4	PLPP2	9606.ENSP00000438677	9606.ENSP00000329697	0	0	0	0	0	0	0.650	0.129	0.682
PLEKHG3	WIPF1	9606.ENSP00000247226	9606.ENSP00000376330	0	0	0	0	0	0	0.400	0	0.400
PLEKHG3	RHOG	9606.ENSP00000247226	9606.ENSP00000339467	0	0	0	0	0.056	0.171	0.500	0.186	0.639
PLLP	UGT8	9606.ENSP00000219207	9606.ENSP00000311648	0	0	0	0	0.132	0	0	0.386	0.445
PLLP	PLP1	9606.ENSP00000219207	9606.ENSP00000481006	0	0	0	0	0.158	0	0	0.664	0.705
PLP1	SIRT2	9606.ENSP00000481006	9606.ENSP00000249396	0	0	0	0	0	0	0	0.525	0.525
PLP1	SOX8	9606.ENSP00000481006	9606.ENSP00000293894	0	0	0	0	0.226	0	0	0.308	0.441
PLP1	UGT8	9606.ENSP00000481006	9606.ENSP00000311648	0	0	0	0	0.179	0	0	0.447	0.527
PLP1	PTPRZ1	9606.ENSP00000481006	9606.ENSP00000377047	0	0	0	0	0.436	0	0	0.262	0.566
PLP1	SOX10	9606.ENSP00000481006	9606.ENSP00000380093	0	0	0	0	0.461	0	0	0.792	0.883
PLPP2	UGT8	9606.ENSP00000329697	9606.ENSP00000311648	0	0	0	0	0.075	0	0.900	0.301	0.929
PLPP2	SCD	9606.ENSP00000329697	9606.ENSP00000359380	0	0	0	0	0	0	0	0.408	0.408
PLXDC2	TMTC2	9606.ENSP00000366460	9606.ENSP00000322300	0	0	0	0	0.080	0	0	0.480	0.501
PLXNB1	SEMA6A	9606.ENSP00000351338	9606.ENSP00000257414	0	0	0	0.549	0.074	0.225	0	0.475	0.591
PLXNB1	SEMA4C	9606.ENSP00000351338	9606.ENSP00000306844	0	0	0	0.553	0.073	0.225	0.900	0.412	0.952
PLXNB1	SEMA5A	9606.ENSP00000351338	9606.ENSP00000371936	0	0	0	0	0.049	0.225	0	0.738	0.790
PLXNB1	SEMA3B	9606.ENSP00000351338	9606.ENSP00000480680	0	0	0	0	0.121	0.191	0	0.811	0.854
PLXNB1	PLXNB3	9606.ENSP00000351338	9606.ENSP00000442736	0	0	0.052	0.929	0.106	0	0.900	0.287	0.931
PLXNB1	RND2	9606.ENSP00000351338	9606.ENSP00000466680	0	0	0	0	0.062	0.718	0	0.853	0.957
PLXNB1	SEMA4D	9606.ENSP00000351338	9606.ENSP00000416523	0	0	0	0	0	0.810	0.900	0.999	0.999
PLXNB3	SEMA6A	9606.ENSP00000442736	9606.ENSP00000257414	0	0	0	0.548	0	0.225	0	0.546	0.633
PLXNB3	SEMA4C	9606.ENSP00000442736	9606.ENSP00000306844	0	0	0	0.553	0.068	0.225	0.900	0.397	0.950
PLXNB3	SEMA5A	9606.ENSP00000442736	9606.ENSP00000371936	0	0	0	0.549	0.042	0.225	0.900	0.988	0.999
PLXNB3	SEMA4D	9606.ENSP00000442736	9606.ENSP00000416523	0	0	0	0	0.042	0.468	0.900	0.845	0.991
PLXNB3	SEMA3B	9606.ENSP00000442736	9606.ENSP00000480680	0	0	0	0	0.124	0.191	0	0.728	0.790
PPP1R18	RHOG	9606.ENSP00000480270	9606.ENSP00000339467	0	0	0	0	0.431	0	0	0	0.431
PPP2R3A	STRN	9606.ENSP00000264977	9606.ENSP00000263918	0	0	0	0	0.047	0	0	0.713	0.714
PPP2R3A	PPP2R3B	9606.ENSP00000264977	9606.ENSP00000375080	0	0	0.051	0.947	0	0	0.720	0.364	0.816
